用户名,性别,评分,城市,评论,用户等级
千里草,2.0,5.0,集美,"有的孩子是孩子，有些孩子就是个禽兽！警察局长和议员丈夫事业有成，名声显赫，却养了个禽兽儿子，可见家庭教育跟钱财和地位不可能对等。家庭教育太重要了。
李维杰是个电影热衷者，为了保护家人一路开挂，是个好爸爸好丈夫。善恶到头终有报，愿好人一生平安！",2
虎行山河,1.0,5.0,郑州,父爱太伟大，真正的高智商犯罪！,3
一灯618,,5.0,无锡,好看，不套路！,2
🎹金手指快乐键盘中心Tc.Shen,1.0,3.0,九江,情节不新颖，演员表演出彩，期待中国悬疑电影有自己出新的地方,1
mayun633,,2.5,深圳,该电影是翻拍印度电影《误杀瞒天记》，还是原版好看一些,1
寍靜的深海,1.0,3.0,成武县,还行，反正我不喜欢,2
煤炭，厨卫电器、任（2020）,,4.5,平度,还可以，就是结局那一笑有点不知所以然……,2
young6044,1.0,5.0,南昌,爸爸的爱是任何一种无法比拟和替代的，但是我不曾有过这样的的爱，该电影最后爸爸被带走，女儿追车时爸爸的独白让我泪流满面,3
RGL253070313,,5.0,大连,感受很深啊，建议去看看,3
cvk737461520,,5.0,广州,好看 加油 良心剧,2
欣蔚,2.0,5.0,北碚,头脑风暴的较量，刺激,2
🥛牛奶汤圆真好吃。,1.0,5.0,上海,很有意义很棒的电影,3
风之声,1.0,4.0,咸阳,好看，好看，好看,1
zx8865,2.0,5.0,包头,非常精彩！值得去看,3
螽斯,1.0,5.0,深圳,好看，好好看。真的汉子就是不顾一切爱家爱老婆孩子。与权利的对抗，,2
飘来飘去,2.0,5.0,武汉,节奏感好，看得超爽,3
曾鱼,2.0,4.5,赣州,不错，陈冲的女儿太诱人了 真的瘾人犯罪,2
关刀王可,,5.0,成都,还可以还不错,2
KK(柯）,1.0,5.0,无锡,精彩，情节处理,4
      我叫王小洋。,,5.0,阜阳,剧情不错 电影在进步 ,1
A0꧁༺湘辣小厨༻꧂玉儿,2.0,5.0,东莞,还不错，结局要是无罪释放就好咯,3
BOSS,1.0,4.0,石家庄,感觉剧情一般般，没什么独特，不一样的感觉。但是气氛营造，人物表现方面都很赞！加油(ง •̀_•́)ง,2
达瓦拉姆,,5.0,新余,好看，拍得很好,2
饭桶和吃货的差距,1.0,4.0,张家口,误杀瞒天记，怕带坏小朋友让一家人自首么，尸体也不交待下不看原版谁知道被他埋地板下面了,2
张小丫,2.0,5.0,沈阳,好看好好看，喜欢,2
eFU657141071,,5.0,新乡,好看好看。。,1
珍惜每一天,2.0,5.0,北京,好看，也有教育意义,3
Y梦里有你,2.0,5.0,重庆,非常好看！！,3
Joe Zhou,,5.0,深圳,能坑一个是一,2
江源道申家朝鲜族饭店15944228399,2.0,5.0,吉林,特别感动，伟大的父爱，今年电影的黑马,3
nSE280930586,,5.0,长沙,很好看 剧情一直有悬念,2
无名氏,2.0,5.0,天津,电影真的很好看，情节环环相扣，有些地方细思极恐，值得一看,2
眼神距离,1.0,5.0,广州,好看  和女朋友一起看的,2
兰刚,,5.0,宜宾,虽然是重拍，但确实有水平！,3
素心,,5.0,武汉,很感人！男主的责任和、担当！,2
仁食,,5.0,成都,电影很不错哦,2
dxU950455228,,5.0,东莞,电影还行，就是这家影院太垃圾了,3
张晓龙,1.0,5.0,长沙,结局要是不自首就好了，那估计审片不会通过,2
十二,1.0,5.0,新乐,可以 结局没有按照原电影拍,3
熊熊7172,,5.0,张掖,值得家里有十二至二十岁的娃娃的父母孩子一起看，天理，法律，亲情融合为一体，棒！！,2
Shimly,2.0,5.0,阎良,非常好看演技在线,1
雪松9167,1.0,5.0,鞍山,剧情发展扣人心弦又复合常理,1
A. 💋小嘉欣. 越南🇻🇳旅游,2.0,5.0,中山,贼赞！剧情反复，好看值得推荐,2
雪狐儿,2.0,5.0,德阳,反应当下社会高层的黑暗，底层的无奈，子女的叛逆，父母的无助……,2
鱼之眼泪,2.0,5.0,保定,非常好看的一场电影，超级喜欢,2
dYt153151255,,4.5,北京,所有演员的演技都在线，且都是上乘～,4
杜祉璇,,5.0,郑州,真的挺不错(*๓´╰╯`๓)♡国内悬疑片拍得算高段位的了,2
蛋黄酥没有蛋黄,,5.0,杭州,非常好看，精彩！,2
aBY513657649,,5.0,牡丹江,很棒，剧情无缝衔接！,3
深蓝,1.0,4.0,百色,好看，情节演技都很到位,2
许胖娃儿,1.0,5.0,重庆,都是演技派。,3
桃花·幻梦,,4.0,烟台,三观很正，结局在意料之中，肖央演技赞,4
Y.Peng,1.0,4.0,九江,演技都在线，只是剧情有些地方比较生硬。,3
吴梅香冷,2.0,4.5,东莞,"我一直以为
爱会使人成为天使
亦会使人成为恶魔
在每一份违法犯罪的行为背后
总是能挖掘出促使他变成恶魔的原罪
可我们事先并不自知
误杀
只是一部种瓜得瓜的小小缩影！",3
L Yi,2.0,5.0,咸阳,超级好看了。蒙太奇手法表现的淋淋尽致。,3
Ioz422683754,,5.0,深圳,剧情很好剧情很好,3
涉世未深！,1.0,5.0,漳州,"一句话特别有触动
我是一个没什么本事的男人
也没有让你们过上好的生活
我唯一能做的就是挡在你们的前面",2
清清,2.0,5.0,中山,这电影，脑补空间很大,2
开心果,,5.0,启东,影片真的很精彩,2
随风,1.0,5.0,泉州,超级好看好看好看好看好看，我要二刷,3
uuS62671609,2.0,5.0,杭州,真心好看，还想看第二遍,1
梦的承诺,1.0,0.0,平湖,挺好看的的，惊险刺激,1
瓶.,1.0,3.0,无锡,和一部印度电影一模一样，一样的一家四口，一样的网络员，一样的喜欢看电影，一样的剧情，啊啊啊啊，就是翻拍别人的电影。一开始还好，后面知道剧情了压根不想看了。,2
维克多丶丶,,4.5,哈尔滨,值得一看，，,2
bowenhai828,1.0,4.5,南通,好，还不错吧，挺喜欢的,3
林夕,2.0,5.0,南阳,精湛演技与现实主义题材完美结合，观赏性与思考性并重，所以也就无敌了。,3
gVZ730087825,2.0,4.5,湖州,故事告诉我们女孩要如何保护自己，男人如何保护家庭，好人还是有好报的……,2
TMy（满满）,2.0,5.0,长沙,我在N年，好象看过印度电影，也是这样的故事，打发时间，,3
煤眼盈盈处,,5.0,厦门,"一个词：**
一句话：太TM好看了
啥都别说了，都给我去看！",2
蒋大大ing,,5.0,邳州,还不错呦，不过又是翻拍,1
CC532198075,2.0,5.0,济南,拍的很不错诶 很好看！,2
刀咕,1.0,5.0,哈尔滨,国产中又一部好作品,2
LADY H,2.0,4.5,大连,总算没有选错电影，这一次老张从头看到尾😂。而且还问我，那只羊是什么时候被换掉的😂。抖音粑粑里面看了印度版的，结局可能更酣畅淋漓，但是肖央这版的，结局更肖申克一些。奈何国内电影要过审，所以一切剧情必须伦理化，合法化。结局安排主人公给陈冲夫妇道歉这块儿，情理之中，却有点败笔。最后主人公自首，入狱，然后一切又回到电影之初，首尾呼应，留有想象的余地。老张问我，尸体埋在哪里了，答案肯定是新警察局呀，不然肖央盯着那个洞看了半天，你以为他要干嘛？结局说警察不方便透露，这不更能解释了嘛！印度版就更嗨了！强烈建议再去看看印度版的！这部剧剧情并不烧脑，却耐人寻味！必须推荐呀！我真的是一直钟情于这类题材的小说！,2
DD1121YY,,4.0,常州,好看。。。。,2
番豆无花果386,2.0,5.0,许昌,是一部能让人拍手叫好的影片，年末的惊喜！,3
A萍萍,2.0,5.0,盱眙,看到最后没忍住泪奔了,2
lLH505686393,2.0,5.0,郑州,挺好的，很有启发发！,1
Fuqbo1.,,5.0,砀山,羊出棺材的时候被震撼到了,2
SKn647885353,,5.0,上海,不错很好看的一部电影,3
包子包子要加油,2.0,5.0,郑州,剧情跌宕起伏，环环相扣，耐人寻味,1
IQB408872800,1.0,4.0,阜阳,还行，题材也不算新颖，但隔夜饭抄的更香~,5
白天鹅,2.0,4.5,深圳,"你不顾一切的瞒天过海，为了家人，为了您的观众，然而赤裸裸地让你选择面对真实的时候，即使你站在道德的高处，看了一眼可以赎罪的高塔，还是选择了真实，你心中的真实。同时你的爱本是无条件的，而不是愧对原来对你冷漠的孩子。
人能无罪地生活真好！",4
唯你而已0216,,5.0,大庆,超级好看，有人打预防针，每个镜头都不放过，等着前后呼应，从一开始就期待他们一家成功，虽然违背道德，触犯法律，但我是母亲，最后结局也算是放心，心安，剧尾几句话经典👍,2
星星haohao,,5.0,武汉,很不错 值得推荐。,1
卡拉斯科额,,5.0,大连,翻拍的不假。所有演员演技到位了,3
Gxc247051612,,4.0,沈阳,值得一看。。,2
🍒Di🍭Di🐾,2.0,5.0,鞍山,个人觉得很好看，故事情节紧凑，演员的演技很好，虽然是翻拍 但是某些方面已经超过了原版。,1
梁凉凉..,,5.0,深圳,不错的，如果是原创就好了,4
沈阳鹏晟.嘉陵三轮电动车厂,1.0,4.5,新民,这个电影，真的不错，情节紧凑，扣人心弦！！诠释了父亲对孩子的爱，,1
xiangzai05,1.0,4.0,武汉,影片整体很好，肖央冇演技，,2
jYX449097225,2.0,4.0,长春,因为是泰语软软的好听，影片还不错，陈冲主演也给戏加分！值得一看。,1
gxf2105972,,5.0,丹东,非常棒，精彩纷呈,2
阿城,,5.0,拉萨,当你看过一千部电影，你会发现世间根本没有离奇的事情。,1
娃娃1939,,4.5,开封,精彩，刺激，各种反转，值得一看,3
ZM祥云,1.0,5.0,大同,很好看的剧情，值得观看！,3
沈林宝宝,,5.0,成都,很好的一部电影,3
季连科舍耶娃,,5.0,南京,超级喜欢超级喜欢,3
BJh783418028,,5.0,西安,绝对好片，值得推荐！,3
阿凡,1.0,5.0,黄冈,父爱如山，普通人的女儿遇到伤害的时候，会爆发出无穷的潜力与力量。让我想起了成龙的《英伦对决》，两者有异曲同工之妙。,3
kKh618436245,,5.0,台州,演得好演得好,2
hwL721640280,,0.5,江门,"影片的出处大家可以自行百度一下，影片包括拍摄故事情节、演员的演技等都十分好，理应在9分以上，唯一败笔也是最致命的地方就是结局，影片必须接受中国式的结局，否则应该过不了审查，也就无法在国内上影了。在这里就想跟大家探讨这个问题，凭什么在中国上影的电影，就一定要过审查？政府就一定要帮人民把关，难道14亿同胞都是白痴，都没有独立的分析能力吗？
          在中国上演的电影、电视剧，为什么不论是主观或者客观的做了错事就一定要格式化的受到惩罚？为什么婚外情、一夜情就一定要没有好的结果？为什么许多本来不错的惊悚电影，到最后就一定要是神经病或者是幻觉？
所以在中国的政审制度面前，能有好电影吗？！！！",4
喵先生,,4.5,北京,感受到我们国家的政治透明和稳定，真的幸福。还有就是：你永远不懂男人爱你的方式,3
OREO,2.0,5.0,松原,给人很真实的感受  代入感很强  全程紧张,2
Lww174169858,,4.0,中山,总感觉看过类似的作案手法,3
CHOOOOZ,2.0,5.0,重庆,不想多说什么 每个人都给我去看！这也太好看了 我懒得夸了 不看后悔,2
Sxr282974151,,5.0,三门峡,不错，给大家推一下,2
柠檬℃,,4.0,珠海,祖坟的棺材里面的是羊？就没人怀疑吗？这个有点无法接受吧。,3
情奴@,2.0,5.0,三亚,第一次看，影片挺完美的、太喜欢了,1
A恐怖,2.0,5.0,北京,厉害ig牛逼,3
LS~,1.0,5.0,郑州,不错，挺好的，整的犯罪以后的掩盖我都要学会了,2
甜蜜的甜,2.0,5.0,保定,剧情紧凑 感觉超级抓人 太好看了,4
Ekj844414462,,5.0,西安,好看看￣ ￣)σ,2
Taj880771335,,4.0,合肥,剧情虽然好看，但是最后还是去自首了，依然没有满足我心中的正义感，因为他的自首不仅仅毁灭了对方的家庭，自己的家庭依然没有保住，既然如此何必还费那么大周折去毁灭别人家庭呢！,1
HNB439631747,,5.0,重庆,很不错哦，电影中可以看到很多经典的影片处理方法，融合了很多的精华，必然能给人震撼，总之个人很爱好这种大杂烩。,1
情绪控Δ,,5.0,东莞,太好看了😃😃,1
我叫不知道,2.0,0.5,北京,法治很重要，个人主义宗教主义不可取，主角这种圣父形象还是算了吧,3
QOC409409803,1.0,4.5,金华,还不错，社会底层的小人物反抗权势的欺压必须要非常的手段，一个好父亲，一个好男人！,2
dIc376703651,1.0,5.0,民权,印度电影翻版，，拍的不错,3
嘘、安静,1.0,4.5,嘉峪关,挺棒的，让我有点想起另一部电影——大追捕,1
杨豆花,,4.0,綦江,开头和彩蛋意外的连上了，很有创意。给8分的原因是影片始终没说尸体在哪，我超想知道的,1
Xuf893593496,1.0,5.0,武汉,男厕所有味道,2
驰骋的蜗牛,1.0,4.0,海口,看过瞒天记，剧情差不多不评价，俩女主的演技真厉害，特别是陈冲，特意为俩女主加两分。,2
无所谓灬啊,1.0,5.0,东海,太牛了 感觉没有看过这样的影片 第一次。太牛了。,2
yzG654639769,1.0,5.0,长春,**，别怪老夫字少，因为没有文化,2
Doraemon709,2.0,5.0,石家庄,推理很棒，演技也还不错,1
uno368554535,,5.0,邯郸,略微有点压抑，不过电影不错,2
清天456,,5.0,惠州,太感人了，剧情又悬疑，强烈推荐,4
Aqj214480115,,5.0,沂水,好看炒鸡好看,2
davechuang,1.0,5.0,惠阳,好看，剧情很经典,2
杨可晴。,,5.0,北京,太好看了：完美：有二部吧,2
袁艳芳,2.0,3.5,中山,剧情紧凑！紧张推理，好看！,3
·派大欣,2.0,5.0,汕头,"真的是牛！
",1
囡囡爱喃喃,2.0,4.5,秦皇岛,期待唐探3……剧情冲突可圈可点!,4
EmC429927062,,5.0,重庆,故事题材新颖 完美犯罪我服了👍🏻,2
不忘初心（唐）,1.0,5.0,遂宁,真心不错，惊心动魄，紧张刺激。对待孩子，溺爱会让他们变成魔鬼，害人害己。想起四个字（大爱不爱）送给大家！,3
ouE596855584,,4.5,上海,很棒！就是开始的强jian片段有点奇怪。。。后面一系列，剧情设定，演技，深度，有趣性，逻辑性，都给满分！特别 蒙太奇 这个  勾起了我强烈的兴趣。它简直是在间接安利电影。给编剧打call，给演员也打call！太给力了！今年的又一爆款力作，国产之光！陈冲很棒，她女儿也棒，筷子兄弟之一也棒！只是二兄弟现在发展差距悬殊。。。               总之特别好！蒙太奇。。有空我会研究这门有趣的艺术的,1
NvY999195624,2.0,5.0,昆明,很精彩，内容挺好看。,2
钱坤98,1.0,5.0,银川,全程心跳超快,2
小燕子👧🏻.,2.0,5.0,深圳,"刚刚看完，很好看。演得真好！
",2
刘英qd,2.0,4.5,青岛,挺好，透视人性,2
乔木bal,,5.0,延安,超级好看。陈思诚+肖央＝优质。陈冲等老戏骨演技真的炸裂。两位母亲为了自己的孩子相互对峙的那个镜头给人的冲击力太大了。棒,3
锁骨上的野梅,,5.0,濮阳,佳人与好电影。,4
我随便看看咯,1.0,4.5,深圳,挺好的，结局估计也是国情所致。,5
仝大爷,2.0,4.0,深圳,还可以 就是结局不太好，要自首的话，之前做这么多是为了什么,2
,2.0,5.0,上饶,超级好看！！！真的真的真的,1
Anmicius,,5.0,泸州,"很好看！！看得特爽特刺激也很感动！本来只是去玩顺便看的电影，但是出乎意料的好康！剧情很精彩细节也处理得很好！演员演技也都在线！而且妹妹安安好可爱啊！

男主李维杰真的聪明！而且还是一个特别特别好的父亲和丈夫！
“自己没什么本事，唯一能做的就是站在你们面前”。
最后他自首在警车上离别那里我一个爆哭！😭😭😭

电影表达了很多深刻的东西，父爱、善恶、腐败、“羊”群等等。害，我语拙表述不好，总之推荐大家去康！",3
曾程鸣飞,2.0,5.0,襄阳,情节紧凑，有温情，有悬疑，很好看，值得推荐！,2
芷芸zhiyun22222,,5.0,韶关,超级好看啊强烈推荐,1
你想本宝宝了嘛,2.0,4.5,北京,"完成度很高
但可能是我带着很高的期望去的 然而并没有达到我的期望吧
看完之后的感觉是一般般",3
xiaohuaidan,,5.0,上海,年度最佳电影，剧本演员场景无可挑剔，感人！陈冲的演技爆表！,5
