用户名,用户主页,推荐星级,评论时间,短评信息,投票次数,城市,用户签名
朝阳区妻夫木聪,https://www.douban.com/people/Invisible___/,较差,2019-12-11 13:35:22,也就是一篇《故事会》级别的爆款爽文，所有人物心理的转变基本全都靠台词的全盘托出，很难说服人，这样一个翻拍的剧本真的有必要需要六个编剧吗？看的过程中仿佛能够感受到陈思诚一脸自豪地躲在镜头后面油腻的笑：怎么样看我这个设计是不是很牛逼？没想到吧！先是《双瞳》再是《蒙太奇》，看我阅片量大不大！你们看这片，多悬疑啊！,130,北京,靠脸吃饭
天边最美的云彩,https://www.douban.com/people/135145248/,还行,2019-12-09 15:36:51,赌的风险太大了，1 要路人们都记忆模糊，2 要监控器清除数据确定无法恢复，3 要连小女儿都准确表达，能成功也说明警察是真心无能。但好在这么多的bug都不影响观影体验，比起肖央电影中展示出的蒙太奇手法，显然电影本身剪辑就足够惊艳。烧脑推理题材天然就有受众，但国产片陈思诚愿意带着新导演好好拍认真拍还是挺不容易的。,155,北京,无签名
筱桑,https://www.douban.com/people/68023776/,推荐,2019-12-11 00:01:17,结尾的忏悔自首毁所有。4星全给前面，就当我没看过结局。,192,"Baghdād, Iraq",无签名
不脱袜子同学,https://www.douban.com/people/lelio/,推荐,2019-12-10 22:52:26,真是一部很适合豆瓣影迷的电影，看完之后大胆设想，要是以后警察办案真的要查观影记录了，该咋整呢😂不喜欢首映上蒋方舟的点评，她说觉得平平（陈冲的女儿许文珊饰）长得挺壮的应该能轻松制服素察，此刻的蒋老师仿佛变成了她曾经吐槽过的油腻直男，对年轻女性的身材指手画脚，永远不要从受害者身上找问题。而且，这还是部电影呀！请让电影回归电影，把话语权还给影迷，以后看电影多做笔记，记好知识点！,140,北京,飞向太空，宇宙无限
小然Raner,https://www.douban.com/people/75672989/,较差,2019-12-07 21:27:36,"非常不喜欢的一次翻拍，不伦不类，既然翻拍为什么不能好好的本土化呢？非得一会泰语一会中文，结尾再来个英文，呦呵，真是个国际大都市。

另外一点就是逻辑有着很大的问题，尽管利用蒙太奇的手法，但是这过程处理的太模糊了，多多少少有点搪塞，其次影片很厉害，让你看不出这个故事发生在2019年，这场景，这打光，真是不知道到底是怎么想的。

这个结局也是不能接受，虽然说为了符合社会主义核心价值观，但这样的处理让前边所有的内容全都变成了泡沫，那做这些的意义何在？

最想吐槽的还是，为什么两个中国人生出一个泰国女儿，真是当观众是傻子，二星半。
",123,山东淄博,无签名
爱玩电影的人,https://www.douban.com/people/142084334/,力荐,2019-12-07 21:59:59,精彩！甚至超出原版！情节更加紧凑！如果很爱电影的人看这部电影一定很爱这部电影。虽然看过一千部电影和破过一千个案子比较，显然前者更为逊色，但依靠蒙太奇就能做出一条完整的证据链，实在惊艳！各位主演演技水准之上，镜头把控节奏带感，雨中认尸一段慢镜头的使用特别值得玩味！另外结尾处理得相对合理，但还是稍显突兀。最后采访一段的留白也有韵味。近年翻拍的上乘之作。,1684,"开平, 江门",独立影评人
壹安²,https://www.douban.com/people/rayland/,力荐,2019-12-09 14:29:52,应该是今年贺岁档最有劲儿的一部电影了，题材很大胆，父亲很勇敢，惹了惹不起的，知道瞒天过海也会露馅，于是给自己留一招必杀技做后路！虽然有几分理想状态，但确实年度解气！最后一定要表白陈冲老师，气场这个东西不是随便哪个“戏骨”能驾驭的。,427,北京,Just Like Fire
陆支羽,https://www.douban.com/people/luzhiyu/,推荐,2019-12-10 22:57:41,1.难得有一部犯罪悬疑片能跟迷影精神命脉相连，这固然离不开原作的品质，但国产改编能够抵达这样的水准已属上乘。2.角色无大小，谭卓真的演活了一个表面细腻隐忍、内心波涛暗涌的女性角色；戏份不多，却闪着弧光，尤其是她跟陈冲飙戏时说出的那句“有的孩子是孩子，有的孩子是禽兽”，完美展现了一位看似懦弱胆小的母亲，是如何在家庭命运的关键时刻出离愤怒、捍卫尊严的。3.陈冲则依然充分施展了她的神演技，而肖央同样经历了一场蜕变。,215,北京,死前看大海，是每个灵魂的夙愿。
Jupiter,https://www.douban.com/people/131753555/,较差,2019-12-12 01:05:22,"1.按道理可以给三星，但是看到众多恰饭的影评人实在是恶心得不行。
2.片子是不是没有给调色师预算？颜色相当糟糕，看着一度想退场。
3.太刻意，槽点太多，经不起推敲。",93,广东深圳,无签名
陀螺凡达可,https://www.douban.com/people/cabaret/,还行,2019-12-19 23:15:22,快找陈冲去演恐怖片。,93,"Paris, France",慢性死亡
木石子,https://www.douban.com/people/146536630/,较差,2019-12-06 14:56:20,看完总觉得哪里有问题，但说不上来，直到看了原版，总算明白了！悬疑推理有bug，结局处理太草率，女孩被性侵太揪心。不过，陈冲的演出太强大了，几乎可以媲美容嬷嬷！,69,北京,一个非专业的电影爱好者！
武侠小王子,https://www.douban.com/people/china-undead/,推荐,2019-12-07 10:08:31,"一场因身份差异而引发的误杀，电影在事件背后所展现的阶层对立、正义缺失以及公权私用，或许更让人触目惊心。

公权力左右下的正义举步维艰，其实比起电影案件所引发的戏剧冲突，背后关于正义的声讨更能动人心扉。

尤其在一个混乱之地，公平正义成为了每一个平民穷极一生争取的生存底线。电影中则把对立冲突渲染到了最大化。

电影在肖央陈冲谭卓的共同努力下，《误杀》饱满深情，不失为一部诚意之作。",365,江苏南京,云在青天，水在瓶。
阿卜,https://www.douban.com/people/shiguagji/,力荐,2019-12-08 15:54:02,卧槽！可以说是今年看到最好的华语电影！没有之一！看之前没有关注过这部电影是翻拍，但即便是补档了印度前作《误杀瞒天记》也依然觉得这部更出彩。原作的配乐实在hold不住，并且原作的影片节奏完全不及这部，再剪掉四十分钟都不成问题。尽管依然有些不尽如人意，但《误杀》称得上是“站在巨人肩膀上”。,190,广东广州,Don't panic！
海哈哈,https://www.douban.com/people/68825809/,还行,2019-12-05 22:16:27,查，给我查，查他这一年的观影记录！,79,北京,Never write what i darent sign
七海,https://www.douban.com/people/144459333/,推荐,2019-12-09 02:59:58,蒙太奇的手法，心迷宫的人性，一千部电影 一千种案件，局外人看世界 非黑即白，拳台下赌命赛 生死时速，镜头设计很有趣，陈冲和谭卓飙戏好爽，瑕不掩瑜 看看会有惊喜的！,235,广东广州,无签名
Charlotte,https://www.douban.com/people/domisodagreen/,力荐,2019-12-05 22:34:46,"-牛逼牛逼牛逼2019个人年度最佳
-肖央自此在我心里与黄渤同等级别
-陈冲每一根汗毛都在演戏
-谭卓去年药神今年误杀奉献最好对手戏
-想要男主860部电影清单
-蒙太奇万岁电影万岁祝大爆",292,北京,A Beautiful Mess
行所在,https://www.douban.com/people/roczhen/,较差,2019-12-12 09:20:26,翻拍国外的片子，故事依然发生在国外，这也是中国式奇葩,63,北京,无签名
江南小野田,https://www.douban.com/people/CrazyAmazing/,较差,2019-12-08 15:58:51,罔顾调查原则&激情办案&shitty end,38,中国香港,Too much heaven
富贵,https://www.douban.com/people/130361727/,力荐,2019-12-10 21:24:59,李天一覆灭记，妈的，牛逼。,146,北京,无签名
七杀场,https://www.douban.com/people/ximumu/,较差,2019-12-10 22:43:33,比之前的几部翻拍已经好很多了…但还是看的很不舒服…总感觉这种算不上电影…撑死了一山寨Cosplay…以往的黑白老电影，希区柯克那些，不有好些呢吗，买个骨架回来再创造呗，非要原封不动的搞个新的，连镜头都弄得大差不差有意思吗…ps：陈冲真绝！要是中国本土原创能有这样的角色，中国大龄女演员何愁拍不到戏！,34,北京,开心就笑，不开心就过会儿再笑。
玫瑰色的你,https://www.douban.com/people/fsisme/,较差,2019-12-22 14:55:50,看到结尾的时候坐我旁边的女士问了她男友两个直击人心的问题：他为什么要自首啊？他既然要越狱自首干什么啊？是啊这是为什么啊？？？？你说你为了审查加句字幕我也认了，你居然还用了10分钟把自首过程拍出来了，还拍的这么感人，那前面那90分钟不都白折腾了吗？？？,26,天津,我的心是一杯调和过的咖啡
Jo-King,https://www.douban.com/people/65810972/,较差,2019-12-11 21:01:55,没完没了的慢镜真是煎熬……亮点是最后的民运民意，而唯一笑点是破案靠查观影记录哈哈哈哈哈哈哈哈哈,24,浙江杭州,无签名
顗礼,https://www.douban.com/people/149152146/,较差,2019-12-14 20:45:58,两星半。陈大监制这是想着法子让融梗合理化呢吧；本来就是翻拍还“致敬”泄底了那么多片子，之前他亲自拍的两部“唐探”虽然也是同样的问题但至少走类型片公式走的不错，这一部的这个新导演完全没有任何灵气可言，只会滥用升格加用最低级直给的方式向观众传递信息、符号与情绪（尽管有几场戏还是起作用的），节奏看似紧凑实则很糟糕，最后的那个特色结局处理乍看有进步但也挺扯淡，相信能打动一些人但真是没法夸。,20,未知,无签名
木岛理生,https://www.douban.com/people/182303787/,力荐,2019-12-11 02:36:45,自首的这一波设计完全就不是为了过审。,56,北京,无签名
猫奴十二年,https://www.douban.com/people/IvanLaw7/,很差,2019-12-05 20:43:20,正在看，看了一个钟头，一星不可更改。镜头语言缺乏力量感，全靠背景音乐来凑，整得跟电视剧一样，点进导演主页看，还真拍了唐探电视剧。剧本上第一幕完全是学生水平，什么都往里面堆，东一榔头西一棒子。中间点后不想仔细看了，无非就是影迷大战警察，看着好故事一步步被毁掉真是痛心,200,Antigua and Barbuda,当你不开心时，带猫前行
刘小黛,https://www.douban.com/people/darlingtudai/,推荐,2019-12-08 21:32:21,印度电影改编翻拍，高概念反杀片，题材新锐，故事紧张，伏笔丰富。肖央用眼神演戏，谭卓和陈冲演技突出。背景架空，有很多值得玩味之处。高智商犯罪，推理过程连续烧脑，衬亲情之味。警察制度社会生态方面针砭时弊。结局秦沛采访一幕，饶有余韵。,229,江苏无锡,美酒醇妇庶几完满。
法棍老人,https://www.douban.com/people/christan1987/,还行,2019-12-07 00:24:47,正确的观影顺序：《较量》(印度 2013)------《误杀瞒天记》(印度 2015)------《误杀》(中国大陆 2019),82,"Zürich, Switzerland",坂本·德彪西
鄙伶,https://www.douban.com/people/67242863/,很差,2019-12-05 18:16:44,"1.5 这片辱看过1000部电影以上的观众了，吓得我赶紧把标记看过的片删到1000以下，片子提醒友邻要注意了，小心哪天大数据分析你阅片记录......导演怕是网大系导演吧，叙事、剪辑太不行了，想致敬一堆经典悬疑片，整体又显得很突兀，结尾为了“过审”而结尾就算了，但最后一个镜头强行抄《杀人回忆》？整部片用冯小刚的话说就是：“还蒙太奇，你知道什么叫蒙太奇呀”。点映直接掐片尾字幕，彩蛋都没看着

如果把地域设定在大陆而不是泰国，👮也是大陆的话，片子就没法过审吧",151,福建龙岩,不是影迷只是观众
咱说,https://www.douban.com/people/Uvo/,推荐,2019-12-14 16:29:35,"7分，爽片。所以国产电影规避风险的新思路就是把不宜在国内发生的剧情都设定在海外华人聚居区进行，还可以避免港台演员口音上的尴尬。不过用华人来演非华人的做法，就如同用好莱坞早年的“洗白”，是不正常的，何况结尾还是免不了要符合审查要求。

另外很想吐槽的是，现在一部国产电影的联合出品方越来越多，片头出现长达一两分钟审美很渣配乐各异的各家电影公司logo动画的过程真的非常败兴，各家是专门来比丑的吗？【广百金逸】",39,未知,无签名
